,tractid,state,county,tract,pop10,nhwht10,nhblk10,ntv10,asian10,hisp10,haw10,india10,china10,filip10,japan10,korea10,viet10,mex10,pr10,cuban10,family10,fhh10,hu10,vac10,ohu10,own10,rent10,a18und10,a60up10,a75up10,agewht10,a15wht10,a60wht10,ageblk10,a15blk10,a60blk10,agehsp10,a15hsp10,a60hsp10,ageasn10,a15asn10,a60asn10,agentv10,a15ntv10,a60ntv10,GlobD10,GlobG10,percent_white10,percent_black10,percent_asian10,percent_hispanic10,percent_indian10,percent_chinese10,percent_filip10,percent_japan10,percent_korean10,percent_viet10,percent_mex10,percent_pr10,percent_cuban10,percent_vacant_housing10,percent_occupied_housing10,percent_under18_10,percent_60andup_10,percent_75andup_10,percent_owneroccupied_10,percent_renteroccupied_10,non-white10,statea,countya,tracta,pnhwht12,pnhblk12,phisp12,pntv12,pasian12,phaw12,pindia12,pchina12,pfilip12,pjapan12,pkorea12,pviet12,p15wht12,p65wht12,p15blk12,p65blk12,p15hsp12,p65hsp12,p15ntv12,p65ntv12,p15asn12,p65asn12,pmex12,pcuban12,ppr12,pruanc12,pitanc12,pgeanc12,piranc12,pscanc12,pfb12,pnat12,p10imm12,prufb12,pitfb12,pgefb12,pirfb12,pscfb12,polang12,plep12,phs12,pcol12,punemp12,pflabf12,pprof12,pmanuf12,psemp12,pvet12,p65pov12,ppov12,pwpov12,pnapov12,pfmpov12,pbpov12,phpov12,papov12,pvac12,pown12,pmulti12,p30old12,p18und12,p60up12,p75up12,pmar12,pwds12,pfhh12,p10yrs12,ageblk12,agentv12,agewht12,agehsp12,india12,filip12,japan12,korea12,viet12,pop12,nhwht12,nhblk12,ntv12,hisp12,asian12,haw12,china12,a15wht12,a65wht12,a15blk12,a65blk12,a15hsp12,a65hsp12,a15ntv12,a65ntv12,ageasn12,a15asn12,a65asn12,mex12,pr12,cuban12,geanc12,iranc12,itanc12,ruanc12,fb12,nat12,itfb12,rufb12,ag5up12,irfb12,gefb12,scanc12,n10imm12,olang12,lep12,scfb12,ag25up12,dfmpov12,hh12,hinc12,hincb12,hincw12,hinch12,incpc12,ag18cv12,vet12,empclf12,dpov12,npov12,dbpov12,nbpov12,dnapov12,nnapov12,dwpov12,nwpov12,dhpov12,nhpov12,hhb12,hhw12,hhh12,hs12,col12,clf12,unemp12,dflabf12,flabf12,prof12,manuf12,semp12,hha12,hinca12,n65pov12,nfmpov12,napov12,dapov12,family12,hu12,vac12,ohu12,own12,rent12,dmulti12,mrent12,mhmval12,multi12,h30old12,h10yrs12,a18und12,a60up12,a75up12,ag15up12,12-Mar,wds12,fhh12,percent_employed12,year
157,25025130404,MA,Suffolk County,Census Tract 1304.04,2901,2054,225,7,245,349,1,40,143,42,2,1,5,9,131,10,653,62,1322,64,1258,740,518,476,872,455,2054,236,765,204,28,40,349,81,34,232,56,27,1,0,0,wbha,Global,70.8031713202344,7.755946225439503,8.445363667700793,12.030334367459496,1.3788348845225784,4.929334712168218,1.4477766287487073,0.06894174422612892,0.03447087211306446,0.1723543605653223,0.31023784901758017,4.5156842468114435,0.3447087211306446,4.8411497730711055,95.15885022692888,16.408135125818685,30.05860048259221,15.68424681144433,55.975794251134644,39.18305597579426,41.709755256808,25,25,130404,72.59999847,3.1199998860000004,16.36000061,0.0,4.659999847,0.0,0.0,3.319999933,1.340000033,0.0,0.0,0.0,12.28999996,21.88999939,16.92000008,18.90999985,30.12000084,17.82999992,-999.0,-999.0,0.0,5.760000229,1.210000038,0.370000005,0.0,0.27000001100000004,7.380000113999999,2.680000067,23.70999908,1.309999943,26.62999916,18.11000061,5.670000076,0.0,0.230000004,1.139999986,1.74000001,0.0,33.25999832,6.510000229,33.45999908,45.20000076,6.7300000189999984,62.84000015,44.95000076,1.129999995,6.900000095,6.380000114,2.480000019,4.53000021,3.480000019,-999.0,2.390000105,1.620000005,3.130000114,29.77000046,10.57999992,67.40000153,39.18000031,82.05000305,16.36000061,26.72999954,11.84000015,51.77000046,14.13000011,10.82999992,60.29999924,201,0,2165,488,0,40,0,0,0,2982,2165,93,0,488,139,0,99,266,474,34,38,147,87,0,0,139,0,8,36,0,11,80,707,220,8,794,540,7,0,2811,52,34,39,169,935,183,0,2334,711,1141,71250,56691,78510,44734,38185,2494,159,1595,2826,128,185,3,0,0,2041,71,480,15,46,905,146,781,1055,1664,112,1394,876,717,18,110,49,150781.0,70,17,39,131,711,1276,135,1141,769,372,1276,1137,339000,500,1047,688,488,797,353,2569,1330,363,77,95.8533653846154,2010-01-01
158,25025130406,MA,Suffolk County,Census Tract 1304.06,5107,1594,2144,9,272,1060,0,41,114,71,3,7,42,25,357,14,1327,511,2192,80,2112,556,1556,1537,829,343,1594,160,564,2063,741,154,1060,388,66,256,66,32,8,1,3,wbha,Global,31.212061875856662,41.9815938907382,5.326023105541414,20.755825337771686,0.8028196592911689,2.2322302721754457,1.3902486782847072,0.05874290189935383,0.13706677109849227,0.8224006265909536,0.4895241824946152,6.990405326023105,0.2741335421969845,3.6496350364963503,96.35036496350365,30.095946739768944,16.23262189152144,6.716271783826121,25.364963503649637,70.98540145985402,81.4372429998042,25,25,130406,33.29999924,38.15999985,19.44000053,0.0,5.920000076,0.0,0.0,2.079999924,3.4200000760000004,0.0,0.409999996,0.0,0.0,25.09000015,40.36000061,6.989999771,30.63999939,5.460000038,-999.0,-999.0,37.86999893,5.320000172,0.75,0.0,6.659999847000001,0.0,5.5,3.150000095,9.609999657000001,0.0,30.67000008,20.44000053,13.65999985,0.0,0.0,0.330000013,0.25999999,0.0,49.15999985,22.61000061,33.81000137,32.08000183,9.600000381000001,68.06999969,47.34999847,5.789999962,3.670000076,6.699999809,2.75999999,20.27000046,5.269999981000001,-999.0,16.54000092,29.44000053,32.25,10.30000019,2.079999924,21.80999947,54.40999985,90.08000183,28.38999939,17.05999947,6.639999866,34.06999969,23.70999908,31.43000031,79.19000244,2319,0,1694,989,0,174,0,21,0,5087,1694,1941,0,989,301,0,106,0,425,936,162,303,54,0,0,301,114,16,38,339,0,160,489,280,0,1560,1040,0,0,4644,13,17,0,695,2283,1050,0,3304,1330,2210,30147,20273,38889,20088,22032,3643,244,2452,5043,1022,2303,678,0,0,1669,88,986,318,878,888,417,1117,1060,2678,257,2045,1392,1161,142,90,82,79722.0,139,220,31,301,1330,2257,47,2210,482,1728,2257,901,314800,1228,2033,1750,1444,868,338,3783,1289,897,418,91.56086631814787,2010-01-01
159,25025140102,MA,Suffolk County,Census Tract 1401.02,4401,1699,1789,9,107,755,3,22,29,30,9,4,3,26,329,20,1083,199,1654,106,1548,1049,499,1128,736,250,1699,232,465,1717,461,189,755,221,60,89,11,16,4,1,1,wbha,Global,38.6048625312429,40.64985230629402,2.4312656214496706,17.15519200181777,0.4998863894569416,0.6589411497386958,0.6816632583503749,0.20449897750511248,0.09088843444671664,0.0681663258350375,0.5907748239036582,7.475573733242445,0.4544421722335833,6.408706166868197,93.59129383313179,25.630538513974106,16.723471938195864,5.680527152919791,63.422007255139064,30.16928657799275,71.23381049761419,25,25,140102,42.84000015,28.04999924,21.18000031,0.0,5.269999981000001,0.0,0.430000007,3.269999981,0.8199999929999999,0.0,0.980000019,0.0,5.5199999810000016,22.64999962,28.37000084,5.559999942999999,30.69000053,4.510000229,-999.0,-999.0,10.32999992,0.0,0.0,0.5,7.5,0.610000014,12.25,0.230000004,14.97999954,0.699999988,25.25,13.94999981,8.479999542,0.0,0.5699999929999999,0.0,1.340000033,0.0,40.34000015,9.850000381000001,49.54000092,25.88999939,10.26000023,72.04000092,31.96999931,3.579999924,5.579999924,9.81000042,0.159999996,6.190000057000001,1.5399999619999998,-999.0,4.309999943,10.05000019,9.869999886,0.0,9.279999733,69.19000244,32.20999908,91.43000031,22.15999985,17.86000061,6.2300000189999984,42.79000092,17.89999962,20.72999954,47.16999817,1512,0,1885,932,19,36,0,43,0,4400,1885,1234,0,932,232,0,144,104,427,429,84,286,42,0,0,242,25,0,0,330,22,10,659,539,27,1111,614,25,0,4001,59,0,31,373,1614,394,0,3040,1090,1535,64766,60938,76036,44167,29348,3425,336,2205,4391,272,1503,151,0,0,1885,29,932,92,410,829,262,1506,787,2447,251,1906,1373,705,79,123,83,77321.0,7,47,0,242,1090,1692,157,1535,1062,473,1692,1013,324700,545,1547,724,975,786,274,3569,1527,639,226,90.11033919084593,2010-01-01
160,25025140105,MA,Suffolk County,Census Tract 1401.05,3675,1305,1307,11,63,955,0,9,24,22,0,1,19,17,334,30,932,177,1324,50,1274,898,376,856,586,213,1305,126,375,1232,283,125,955,256,68,58,8,13,3,2,1,wbh,Semi global,35.51020408163265,35.564625850340136,1.7142857142857142,25.98639455782313,0.24489795918367346,0.6530612244897959,0.5986394557823129,0.0,0.027210884353741496,0.5170068027210885,0.4625850340136055,9.08843537414966,0.8163265306122449,3.776435045317221,96.22356495468279,23.292517006802722,15.945578231292515,5.795918367346939,67.82477341389729,28.3987915407855,75.97278911564625,25,25,140105,32.83000183,36.68000031,25.88999939,0.0,1.5,0.0,0.0,1.190000057,0.0,0.0,0.300000012,0.0,4.21999979,26.72999954,25.87999916,2.059999943,25.12999916,4.170000076,-999.0,-999.0,0.0,0.0,0.469999999,0.889999986,10.07999992,1.99000001,5.150000095,0.5299999710000001,14.11999989,1.610000014,26.0,16.5,5.760000229,0.0,0.550000012,0.0,1.139999986,0.0,41.27000046,4.170000076,42.70999908,37.66999817,6.0199999810000016,76.79000092,38.36000061,2.680000067,10.90999985,5.610000134,1.269999981,4.460000038,7.670000076,-999.0,1.230000019,4.820000172,3.319999933,0.0,5.360000134,68.09999847,39.61999893,97.80999756,24.46999931,16.42000008,3.410000086,47.38999939,15.64999962,18.95000076,46.88999939,1453,0,1186,935,0,0,0,11,0,3612,1186,1325,0,935,54,0,43,50,317,376,30,235,39,0,0,54,0,0,17,364,32,19,510,186,72,939,596,20,0,3378,41,0,58,208,1394,141,0,2304,892,1254,74038,85929,61591,61472,29008,2728,153,2054,3612,161,1453,70,0,0,1186,91,935,31,376,664,207,984,868,2127,128,1568,1204,788,55,224,11,-999.0,46,11,0,54,892,1325,71,1254,854,400,1325,1192,306300,525,1296,588,884,593,123,2927,1387,458,169,96.56793606017868,2010-01-01
161,25025140106,MA,Suffolk County,Census Tract 1401.06,1901,278,977,7,31,595,0,10,17,2,3,4,1,7,195,10,456,187,898,107,791,70,721,541,305,107,278,17,91,930,250,143,595,182,57,30,0,8,7,2,1,wbh,Semi global,14.623882167280376,51.39400315623356,1.6307206733298265,31.29931614939505,0.5260389268805892,0.8942661756970016,0.10520778537611784,0.15781167806417676,0.2104155707522357,0.05260389268805892,0.3682272488164124,10.257759074171489,0.5260389268805892,11.915367483296215,88.08463251670379,28.458705944239874,16.044187269857968,5.628616517622304,7.795100222717148,80.28953229398664,97.79063650710151,25,25,140106,18.75,55.02000046,23.64999962,0.0,2.029999971,0.0,0.150000006,1.580000043,0.0,0.0,0.0,0.0,11.07999992,8.43999958,32.08000183,9.899999618999999,32.84999847,16.73999977,0.0,0.0,0.0,31.70999908,0.0,0.0,12.77000046,0.449999988,0.7900000209999999,1.090000033,5.099999905,0.0,27.12000084,19.29999924,6.039999962,0.0,0.0,0.0,0.0,0.0,45.33000183,18.36000061,56.70000076,18.67000008,14.75,67.76999664,30.40999985,9.920000076,2.289999962,4.699999809,7.570000172,28.39999962,5.539999962,0.0,20.94000053,21.29999924,64.23000336,7.320000172,9.420000076,6.409999847000001,74.58999634,81.16000366,32.56000137,20.04000092,4.400000095,34.45999908,21.04000092,38.97999954,66.13999939,1141,22,379,478,3,0,0,0,0,2021,379,1112,0,478,41,0,32,42,32,366,113,157,80,0,0,41,0,13,0,258,0,22,103,16,9,548,390,0,0,1765,0,0,0,122,800,324,0,1157,449,827,28633,32857,70972,9782,17678,1363,64,786,2021,574,1141,243,22,0,379,21,478,307,426,188,211,656,216,922,136,971,658,239,78,18,16,35962.0,153,94,3,41,449,913,86,827,53,774,913,590,339100,681,741,547,658,405,89,1445,498,304,175,85.24945770065075,2010-01-01
162,25025140107,MA,Suffolk County,Census Tract 1401.07,2531,891,934,13,59,618,0,12,12,15,1,4,21,28,225,34,610,126,1051,74,977,563,414,552,473,164,891,86,283,898,201,114,618,154,63,56,12,7,12,4,2,wbh,Semi global,35.203476886606076,36.90241011457922,2.3310944290794158,24.41722639273015,0.4741209008297116,0.4741209008297116,0.5926511260371394,0.039510075069142635,0.15804030027657054,0.8297115764519952,1.1062821019359936,8.889766890557091,1.3433425523508495,7.040913415794481,92.95908658420551,21.80956143816673,18.688265507704465,6.479652311339391,53.568030447193145,39.39105613701237,78.07190833662584,25,25,140107,31.13999939,40.81000137,26.90999985,0.0,0.330000013,0.0,0.0,0.330000013,0.0,0.0,0.0,0.0,7.670000076,30.45999908,24.62000084,2.190000057,23.5,7.239999771,-999.0,-999.0,0.0,77.77999878,0.0,1.210000038,9.779999733,0.289999992,9.960000037999999,0.400000006,9.670000076,1.75999999,24.93000031,18.12999916,2.650000095,0.0,0.439999998,0.289999992,0.0,0.0,35.41999817,6.78000021,39.56999969,36.25999832,11.93999958,71.48999786,42.66999817,0.75,6.579999924,5.159999847,0.25999999,6.139999866,1.299999952,-999.0,1.090000033,6.869999886,12.69999981,22.21999931,2.460000038,55.84999847,53.09999847,91.79000092,21.64999962,17.45999908,5.5500001910000005,31.44000053,18.70000076,26.47999954,55.56999969,1324,0,847,732,0,0,0,0,0,2720,847,1110,0,732,9,0,9,65,258,326,29,172,53,0,0,9,0,7,0,266,33,11,263,271,8,678,493,12,0,2521,0,8,48,72,893,171,0,1903,642,1069,52009,55211,56250,28750,34125,2131,110,1460,2720,167,1324,91,0,0,847,11,732,93,442,450,221,753,690,1658,198,1077,770,623,11,96,0,-999.0,7,7,2,9,642,1096,27,1069,597,472,1096,549,330600,582,1006,594,589,475,151,2214,696,414,170,88.05790108564536,2010-01-01
163,25025140201,MA,Suffolk County,Census Tract 1402.01,2072,978,646,9,54,341,0,19,0,8,1,3,25,3,181,6,501,102,935,74,861,336,525,469,351,105,978,111,251,607,162,58,341,93,27,51,17,6,7,3,0,wbha,Global,47.2007722007722,31.177606177606176,2.606177606177606,16.457528957528957,0.916988416988417,0.0,0.3861003861003861,0.04826254826254826,0.14478764478764478,1.2065637065637065,0.14478764478764478,8.735521235521235,0.28957528957528955,7.914438502673796,92.0855614973262,22.635135135135137,16.94015444015444,5.067567567567568,35.935828877005356,56.149732620320854,62.54826254826254,25,25,140201,43.68999863,23.59000015,27.84000015,0.0,3.539999962,0.0,0.0,1.299999952,1.570000052,0.0,0.27000001100000004,0.360000014,10.35000038,10.03999996,4.769999981000001,2.019999981,23.30999947,3.380000114,0.0,0.0,21.52000046,1.269999981,0.0,0.449999988,17.13999939,0.0,10.25,1.7899999619999998,20.01000023,0.400000006,23.80999947,12.03999996,8.279999733,0.0,0.540000021,0.0,0.8500000240000001,0.0,38.15000153,5.039999962,42.72000122,29.60000038,4.710000038,80.05999756,31.10000038,1.419999957,4.96999979,11.23999977,0.7699999809999999,6.03000021,3.400000095,0.0,3.630000114,2.019999981,13.98999977,17.80999947,1.75,44.09999847,64.48000336,90.66000366,16.37999916,15.03999996,2.059999943,43.59000015,12.81999969,16.05999947,68.33999634,545,33,976,622,0,35,0,6,8,2234,976,527,0,622,79,0,29,101,98,26,11,145,21,0,0,79,17,1,0,383,10,40,447,229,0,532,269,12,0,2123,19,0,9,185,810,107,0,1608,579,957,70446,49257,81250,63750,33912,1868,210,1550,2222,134,545,11,33,0,970,33,622,87,244,432,254,687,476,1614,76,1033,827,482,22,77,24,34808.0,17,21,13,73,579,974,17,957,422,535,974,1102,310600,628,883,654,366,336,46,1934,843,248,93,96.03469640644363,2010-01-01
164,25025140202,MA,Suffolk County,Census Tract 1402.02,5600,2400,1872,17,132,1135,0,32,26,14,7,4,25,30,384,26,1358,258,2081,129,1952,1228,724,1371,1029,348,2400,322,685,1784,426,239,1135,380,72,120,28,24,10,3,0,wbh,Semi global,42.857142857142854,33.42857142857143,2.357142857142857,20.267857142857142,0.5714285714285714,0.4642857142857143,0.25,0.125,0.07142857142857142,0.44642857142857145,0.5357142857142857,6.857142857142858,0.4642857142857143,6.198942815953869,93.80105718404612,24.482142857142854,18.375,6.2142857142857135,59.01009130225853,34.7909658817876,66.14285714285715,25,25,140202,43.70000076,33.11999893,17.70000076,0.0,1.7000000480000002,0.0,0.200000003,0.079999998,0.0,0.180000007,0.239999995,0.0,9.340000153,21.19000053,24.92000008,5.7699999810000016,33.11999893,3.410000086,-999.0,-999.0,0.0,0.0,0.0,0.0,6.7300000189999984,0.159999996,9.779999733,1.75999999,15.22000027,1.179999948,24.28000069,15.98999977,6.5500001910000005,0.0,1.360000014,0.0,1.049999952,0.209999993,31.98999977,4.579999924,38.65999985,27.12999916,10.86999989,66.12999725,34.04000092,6.159999847000001,9.359999657000001,7.260000229,0.870000005,9.050000191,6.889999866,-999.0,7.179999828,7.400000095,12.55000019,12.89999962,2.660000086,78.04000092,37.24000168,95.72000122,22.87999916,16.67000008,6.429999828,39.08000183,18.09000015,15.11999989,42.95000076,2219,0,2676,1084,12,0,11,15,0,6124,2676,2028,0,1084,104,0,5,250,567,553,128,359,37,0,0,104,0,0,0,412,0,108,932,599,10,1487,979,83,0,5851,64,0,72,401,1872,268,13,3981,1435,2049,72390,91225,67548,110313,29568,4723,343,3164,5867,531,2175,161,0,0,2483,171,1076,135,606,1143,244,1539,1080,3542,385,2657,1757,1077,195,296,42,25806.0,51,103,12,93,1435,2105,56,2049,1599,450,2105,901,338400,784,2015,880,1401,1021,394,4992,1951,903,217,89.32806324110672,2010-01-01
165,25025140300,MA,Suffolk County,Census Tract 1403,6382,1184,3557,22,90,1474,0,2,29,15,4,4,33,31,494,23,1477,351,2525,172,2353,1016,1337,1469,1183,422,1184,103,421,3448,716,536,1474,358,192,85,12,14,19,6,3,wbh,Semi global,18.552178000626768,55.73487934816672,1.4102162331557506,23.096208085239734,0.03133813851457224,0.4544030084612974,0.2350360388592917,0.06267627702914448,0.06267627702914448,0.5170792854904419,0.4857411469758696,7.740520213099343,0.3603885929175807,6.811881188118813,93.18811881188118,23.017862738953305,18.536508931369475,6.612347226574742,40.237623762376245,52.95049504950496,90.5358821685992,25,25,140300,23.37999916,53.54999924,16.70999908,0.129999995,1.419999957,0.0,0.0,0.74000001,0.0,0.0,0.180000007,0.0,4.5,26.25,12.22999954,12.64000034,11.63000011,17.14999962,0.0,80.0,0.0,0.0,0.25999999,0.25999999,3.930000067,0.209999993,5.329999924,0.579999983,6.170000076,0.579999983,37.34999847,18.75,12.76000023,0.0,1.929999948,0.0,0.209999993,0.0,45.91999817,8.850000381000001,49.11000061,18.64999962,13.77000046,67.73000336,22.70000076,7.630000113999999,1.480000019,5.400000095,2.339999914,15.43999958,12.85000038,0.0,4.900000095,16.87000084,15.67000008,0.0,7.960000037999999,40.24000168,60.40999985,89.12999725,14.56999969,22.62999916,9.239999771,29.82999992,18.62000084,18.14999962,57.77000046,3591,10,1444,1032,0,0,0,11,0,6177,1444,3308,8,1032,88,0,46,65,379,439,454,120,177,0,8,88,0,0,16,243,16,36,381,329,13,2307,1158,119,0,5986,13,0,36,788,2749,530,0,4557,1306,2311,50274,45875,70347,31622,26390,5277,285,3251,6113,944,3568,602,8,0,1416,182,1021,160,1139,738,299,2238,850,3696,509,2736,1853,738,248,48,35,98295.0,143,64,0,88,1306,2511,200,2311,930,1381,2511,901,314000,1517,2238,1335,900,1398,571,5552,1656,1034,237,87.9599567099567,2010-01-01
166,25025140400,MA,Suffolk County,Census Tract 1404,7650,666,5585,32,90,1229,0,20,24,12,0,8,19,25,485,42,1944,436,2906,163,2743,1689,1054,1745,1489,401,666,52,246,5425,1027,1073,1229,341,117,75,14,12,30,5,4,bh,Minority,8.705882352941176,73.00653594771242,1.1764705882352942,16.065359477124186,0.26143790849673204,0.3137254901960784,0.1568627450980392,0.0,0.1045751633986928,0.24836601307189546,0.32679738562091504,6.339869281045751,0.5490196078431373,5.6090846524432205,94.39091534755678,22.81045751633987,19.464052287581694,5.241830065359477,58.12112869924295,36.269786648313826,98.9673202614379,25,25,140400,8.329999924,68.0,19.79999924,0.970000029,1.25,0.0,0.600000024,0.519999981,0.0,0.0,0.129999995,0.0,5.360000134,30.71999931,17.70999908,11.56999969,25.17000008,6.400000095,57.5,18.75,0.0,0.0,0.239999995,0.49000001,5.4800000189999984,0.0,0.74000001,0.620000005,2.180000067,0.460000008,34.61999893,20.60000038,10.56999969,0.0,0.079999998,0.159999996,0.0,0.0,39.90000153,9.5,50.63999939,20.93000031,20.21999931,71.63999939,33.93000031,4.360000134,5.28000021,4.059999943,2.589999914,14.63000011,4.949999809,0.0,5.849999905,10.47000027,36.11999893,0.0,6.289999962,56.84000015,48.88000107,89.91999817,22.19000053,17.96999931,4.460000038,31.76000023,18.69000053,28.38999939,55.77000046,6207,80,690,1641,50,0,0,11,0,8287,690,5635,80,1641,104,0,43,37,212,1099,718,413,105,46,15,104,0,0,20,454,41,51,181,61,0,2869,1707,7,0,7745,0,13,38,876,3090,736,0,5361,2050,2799,51148,62572,45982,43255,23237,6448,262,3808,8222,1203,6190,648,80,0,647,32,1636,591,1991,327,470,2715,1122,4703,951,4041,2895,1292,166,201,104,24884.0,213,120,0,104,2050,2987,188,2799,1591,1208,2987,1078,292100,1460,2686,1561,1839,1489,370,6860,2179,1282,582,80.96959387624919,2010-01-01
167,25025160101,MA,Suffolk County,Census Tract 1601.01,7551,1059,497,16,159,5715,0,23,21,3,1,6,72,252,975,36,1481,421,2159,145,2014,580,1434,2231,641,225,1059,115,350,429,112,33,5715,1688,222,152,35,21,12,4,2,wbh,Semi global,14.024632499006755,6.581909680836975,2.1056813667063965,75.68533969010727,0.3045954178254536,0.278108859753675,0.039729837107667865,0.013243279035889286,0.07945967421533573,0.9535160905840286,3.3373063170441,12.912197059992053,0.4767580452920143,6.7160722556739225,93.28392774432608,29.545755529068998,8.488941862005031,2.9797377830750893,26.86428902269569,66.41963872163038,102.97973778307508,25,25,160101,11.43999958,3.440000057,78.23000336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.29999924,10.14000034,8.56000042,30.47999954,2.230000019,-999.0,-999.0,-999.0,-999.0,7.400000095,0.959999979,9.970000267,1.090000033,3.029999971,0.140000001,1.570000052,0.0,53.99000168,8.220000267,27.51000023,0.029999999,0.079999998,0.0,0.0,0.0,81.95999908,39.40999985,78.73999786,7.0,15.52999973,63.06999969,10.68999958,10.56999969,1.6900000569999998,1.269999981,0.720000029,33.34000015,29.20999908,-999.0,30.12000084,38.68999863,32.18999863,-999.0,2.130000114,18.31999969,89.73999786,80.12999725,30.14999962,6.949999809,1.820000052,31.77000046,13.30000019,29.60000038,83.37999725,444,0,1043,7135,0,0,0,0,0,9120,1043,314,0,7135,0,0,0,73,243,45,38,2175,159,0,0,0,0,0,675,909,88,13,143,276,99,4924,750,7,3,7828,0,0,0,2509,6416,3085,0,5216,1730,2118,46535,28661,31781,49038,16049,6370,81,4153,8940,2981,429,166,0,0,914,267,7117,2291,131,527,1464,4107,365,4875,757,3179,2005,444,439,70,0,-999.0,64,521,0,0,1730,2164,46,2118,388,1730,2164,1089,186900,1942,1734,1766,2750,634,166,6724,2136,894,512,85.1897435897436,2010-01-01
168,25025160200,MA,Suffolk County,Census Tract 1602,4043,391,201,6,62,3347,0,6,22,4,1,0,16,135,491,19,794,225,1225,44,1181,152,1029,1087,263,89,391,50,79,176,26,9,3347,857,161,50,11,8,3,3,0,bh,Minority,9.671036359139253,4.971555775414297,1.5335147167944596,82.78506059856542,0.14840465001236705,0.5441503833786792,0.09893643334157803,0.02473410833539451,0.0,0.39574573336631214,3.339104625278259,12.144447192678705,0.4699480583724957,3.591836734693877,96.40816326530613,26.885975760573825,6.505070492208755,2.201335641850111,12.408163265306122,84.0,106.60400692555035,25,25,160200,8.75,5.119999886,83.36000061,0.0,1.600000024,0.0,0.0,0.589999974,0.289999992,0.0,0.0,0.0,9.760000229,32.00999832,34.38000107,0.0,26.54999924,2.559999943,-999.0,-999.0,28.32999992,10.0,3.410000086,0.670000017,14.0,0.0,1.870000005,0.0,0.589999974,0.0,59.31000137,7.119999886,32.45000076,0.0,0.5299999710000001,0.239999995,0.0,0.0,86.97000122,48.29000092,85.76000214,4.610000134,16.81999969,64.5,5.650000095,16.65999985,0.300000012,0.330000013,3.029999971,33.65000153,46.04000092,-999.0,27.71999931,13.53999996,33.29000092,0.0,12.32999992,11.60000038,94.48000336,93.58999634,28.19000053,7.25,2.670000076,26.02000046,17.57999992,26.47999954,88.22000122,192,0,328,3126,0,11,0,0,0,3750,328,192,0,3126,60,0,22,32,105,66,0,830,80,0,0,60,17,6,128,525,25,0,22,70,0,2224,267,20,0,3332,0,9,0,1217,2898,1609,0,2254,725,1095,43320,63438,12240,51083,14142,2693,9,1681,3724,1253,192,26,0,0,328,151,3100,1032,30,223,800,1933,104,2021,340,1355,874,95,280,5,24,49265.0,113,201,0,60,725,1249,154,1095,127,968,1249,1015,277100,1180,1169,966,1057,272,100,2798,728,492,192,83.17664522513606,2010-01-01
169,25025160300,MA,Suffolk County,Census Tract 1603,2065,1343,178,6,70,461,0,11,7,8,0,8,4,12,138,8,373,55,1279,82,1197,489,708,254,626,268,1343,66,526,161,35,17,461,115,76,38,3,2,2,0,2,wbha,Global,65.0363196125908,8.619854721549636,3.3898305084745757,22.324455205811137,0.5326876513317191,0.3389830508474576,0.38740920096852294,0.0,0.38740920096852294,0.1937046004842615,0.5811138014527845,6.682808716707021,0.38740920096852294,6.411258795934324,93.58874120406568,12.300242130750606,30.314769975786923,12.97820823244552,38.2329945269742,55.35574667709147,44.11622276029057,25,25,160300,60.72999954,7.210000037999999,28.48999977,0.0,2.369999886,0.0,0.99000001,0.0,0.300000012,0.0,0.430000007,0.0,7.25,33.40000153,33.52999878,0.0,31.96999931,3.940000057,-999.0,-999.0,0.0,12.72999954,5.829999924,2.589999914,8.369999886,0.949999988,10.65999985,1.860000014,11.01000023,0.949999988,19.12000084,10.22999954,6.78000021,0.25999999,0.0,1.809999943,0.0,0.0,28.48999977,6.210000038,33.63999939,39.13999939,6.320000172,54.02000046,49.77999878,7.239999771,16.5,4.380000114,1.820000052,8.710000037999999,11.02000046,-999.0,0.0,0.0,7.119999886,0.0,4.289999962,41.08000183,79.66999817,44.04999924,16.22999954,28.70000076,12.81999969,32.04999924,30.70999908,24.14999962,68.80000305,167,0,1407,660,23,7,0,10,0,2317,1407,167,0,660,55,0,0,102,470,56,0,211,26,0,0,55,0,7,135,194,60,43,255,247,22,443,237,0,6,2159,0,42,22,157,615,134,0,1855,468,1295,55594,80982,52614,59435,37888,1941,85,1133,2307,201,167,0,0,0,1397,154,660,47,71,964,210,624,726,1186,75,1094,591,564,82,187,40,45326.0,42,0,0,55,468,1353,58,1295,532,763,1353,1108,282400,1078,596,891,376,665,297,1941,622,596,113,95.53119730185496,2010-01-01
